condition,transformed_path,label,v2_pred,v0_pred,residual_energy,group,diagnosis
clean,data/eval_transformed/wildfake_dalle/clean/5124d1bad9d21adcd3a0a4c79e0f7d32.jpg,1,5.680835712951193e-08,0.001678078668192029,2.9756650924682617,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
clean,data/eval_transformed/sid_set/clean/validation_000234.jpg,0,0.9999998807907104,0.8716620802879333,2.2622807025909424,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
clean,data/eval_transformed/wildfake_dalle/clean/4859dfb70f8751a2dd97eaf46b5c1411.jpg,1,1.99675540102362e-07,7.639922114321962e-05,2.935429573059082,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
clean,data/eval_transformed/coco_val2017/clean/000000088040.jpg,0,0.9999997615814209,0.9999971389770508,2.7702078819274902,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
clean,data/eval_transformed/wildfake_dalle/clean/39dba9bc997ddaac74de7045ab73311c.jpg,1,4.1225356994800677e-07,7.246058521559462e-05,2.4873580932617188,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
clean,data/eval_transformed/wildfake_dalle/clean/52fc93ba68d82c2a51dbb92e61c18eb4.jpg,1,7.483706667699153e-07,0.007388662081211805,2.188634157180786,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000076.jpg,0,8.817496066626518e-09,2.9745688152615912e-06,1.7317813634872437,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/a1cd176bf8ed8e9e0657dfb5febddfe7.jpg,1,0.9993064403533936,0.8188005089759827,1.7218905687332153,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000534.jpg,1,0.9999998807907104,0.9999997615814209,1.7539323568344116,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000474.jpg,1,0.9999998807907104,0.9999313354492188,1.8718321323394775,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/87ecb5240db59bce563a65e761ac8bab.jpg,1,0.6795749664306641,0.26709428429603577,1.810781478881836,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/4157e2cb5fd70e8d5e08932b969e7a49.jpg,1,0.9985514283180237,0.015551741234958172,2.0165464878082275,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/0a6282b89ebec706bd7c9a878b6e145d.jpg,1,0.9999642372131348,0.9687221646308899,1.9104282855987549,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/e24bb7ecdb4c7fde56dd2ae59387576c.jpg,1,0.9999990463256836,0.9097020030021667,2.404531240463257,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000345356.jpg,0,1.8517018430738719e-13,4.336232706236842e-09,1.5891423225402832,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/6ba9b88fd1a0fafecd49dbe6a66efd79.jpg,1,0.9990847110748291,0.9766408801078796,1.9402774572372437,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_001297.jpg,0,3.390715139217626e-11,0.00017286009097006172,1.7570018768310547,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000078565.jpg,0,7.341127638937905e-05,4.971918315277435e-05,1.2855157852172852,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000246.jpg,0,2.7828286874864716e-06,0.21204283833503723,1.5033005475997925,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/3a5be020a177b0d03ef0fa96d3893da2_826e2a20.jpg,1,0.9999991655349731,0.9840116500854492,1.9725548028945923,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000257624.jpg,0,0.01665807142853737,0.007337802555412054,1.4870398044586182,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000133567.jpg,0,0.0033089136704802513,0.1658654510974884,1.6536080837249756,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_001284.jpg,1,1.0,0.9999997615814209,1.9933151006698608,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000115245.jpg,0,1.1535644972582304e-07,0.02264542691409588,1.8757522106170654,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/278720517c43b6a89cbeba6446f1c137.jpg,1,0.9989149570465088,0.998350977897644,2.3803904056549072,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000979.jpg,0,2.1318296461458885e-08,0.0007843467756174505,1.841272234916687,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000335081.jpg,0,2.7157342628925107e-05,0.00041246297769248486,1.7595936059951782,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000292082.jpg,0,1.0951877129627974e-06,6.531222851435814e-08,1.5464154481887817,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/d02e488bc6db9f6114ca171efe136dfd.jpg,1,0.9997631907463074,0.5428391695022583,2.0203850269317627,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/383b94992415b3dfc9145780cdce53e9.jpg,1,1.0,0.9999890327453613,2.1082377433776855,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/346f07a8008ad5f600bce928eddd6ae0.jpg,1,0.9943053126335144,0.7795639038085938,1.883817195892334,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000529939.jpg,0,0.004290631506592035,0.6036081314086914,1.624016284942627,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/4e50844468bc65731b606c4741750e62.jpg,1,0.998224675655365,0.8961941003799438,1.8581868410110474,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000454978.jpg,0,0.13443545997142792,0.3861885964870453,1.5720734596252441,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000028.jpg,0,5.300152849940787e-08,0.008773251436650753,1.8006834983825684,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/sid_set/blur_sigma2.0/validation_000396.jpg,0,1.2228257469104609e-11,6.932425744565762e-09,2.2115509510040283,baseline_correct,correctly classified (baseline for comparison)
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/3fc09cc79916e3355d3f20c9168827b1_7e8699b4.jpg,1,6.3261622502974735e-12,1.4724584218583914e-07,2.3130481243133545,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/3fc09cc79916e3355d3f20c9168827b1_e5d90a6e.jpg,1,6.3261622502974735e-12,1.4724584218583914e-07,2.3130481243133545,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/6ea36c1c91805f754509157673ecb3d2.jpg,1,1.087275047773062e-09,0.013154731132090092,2.282942771911621,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/52fc93ba68d82c2a51dbb92e61c18eb4.jpg,1,1.2932173554247584e-08,0.0005020143580622971,1.8796653747558594,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/bcd29500411351d7730010a3cd701682.jpg,1,1.8100507759299944e-08,0.0002883286797441542,2.2062909603118896,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/39dba9bc997ddaac74de7045ab73311c.jpg,1,1.4421577532175434e-07,6.986324297031388e-05,2.1334331035614014,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/5124d1bad9d21adcd3a0a4c79e0f7d32.jpg,1,1.557501576598952e-07,0.0041380394250154495,2.556345224380493,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/163793038151368b50a4fb0e7c6e3d29.jpg,1,2.131496898982732e-07,0.001389330136589706,2.471571683883667,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/wildfake_dalle/blur_sigma2.0/d642eb42b1f526824b67054c1f07b33a.jpg,1,2.9019278713349195e-07,0.02921336516737938,2.186279296875,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
blur_sigma2.0,data/eval_transformed/coco_val2017/blur_sigma2.0/000000094336.jpg,0,0.9999996423721313,0.9999213218688965,1.303782343864441,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000225.jpg,1,0.999990701675415,0.9989340901374817,2.0939834117889404,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/a9db01f23db902ba13fea265b2655af3.jpg,1,1.0,0.9999473094940186,1.8121991157531738,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_001074.jpg,1,1.0,0.9999964237213135,1.8328019380569458,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000921.jpg,0,1.5242584971986162e-09,6.700737685605418e-06,2.168917179107666,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/3fa2d0b62b27c3d099a46e42ba5a3cd0.jpg,1,1.0,0.9998579025268555,2.1696152687072754,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/1d37d0cd0109c7d4516bb0ee6cdbc888.jpg,1,0.9999998807907104,0.9999394416809082,2.060762882232666,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/baa6614c9adf872cf1873b8df8efdab4_a7a9ecb1.jpg,1,0.9842613935470581,0.12987744808197021,2.270686626434326,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/68e58d05e1d1b8008b03232a5b8d2000.jpg,1,0.9999340772628784,0.6041664481163025,1.887460470199585,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000031620.jpg,0,5.19790717135038e-07,1.1877093129442073e-05,1.5756601095199585,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/6ba9b88fd1a0fafecd49dbe6a66efd79.jpg,1,0.9995259046554565,0.9732955098152161,2.069758892059326,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000110.jpg,1,1.0,0.9999982118606567,1.865860939025879,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000554579.jpg,0,4.355646066045438e-09,7.615329377586022e-05,1.8858921527862549,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_001116.jpg,1,0.9999939203262329,0.9999412298202515,2.1814632415771484,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/6a4c5960b442c274744fe22c23e82343.jpg,1,0.9687680602073669,0.022668693214654922,2.8395795822143555,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000257624.jpg,0,0.15849366784095764,0.025721831247210503,1.6081228256225586,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000110211.jpg,0,7.535150871262886e-06,1.040213737724116e-05,1.7281590700149536,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_001174.jpg,1,0.9999985694885254,0.9969167709350586,2.1484501361846924,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000354547.jpg,0,6.391812412687159e-09,0.001397527870722115,1.8696355819702148,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/a1cd176bf8ed8e9e0657dfb5febddfe7.jpg,1,0.9998038411140442,0.8498779535293579,1.8339073657989502,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000033.jpg,1,0.9988895058631897,0.9976632595062256,2.139939546585083,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000514586.jpg,0,0.0340229868888855,0.10753854364156723,1.569993019104004,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000572900.jpg,0,1.0304455599907669e-07,1.191369847219903e-06,1.6472417116165161,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/6139690b4e6e8ed98905b2efeccde3fb.jpg,1,0.9990890026092529,0.39547690749168396,2.453859329223633,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/70b6d5c8b1a398629d098cbe2791b5c6.jpg,1,0.9997190833091736,0.9957224130630493,2.0690395832061768,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/8ab124933a67ea7f7a718d541d564942.jpg,1,0.815075695514679,0.14404669404029846,1.917314887046814,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000171382.jpg,0,2.5824494514381513e-05,0.1304982453584671,1.816117286682129,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/86c264cf3849ab0d849a9263ab6244b3.jpg,1,1.0,0.9996272325515747,1.458754539489746,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000454978.jpg,0,0.28644347190856934,0.5259470343589783,1.7204285860061646,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000073.jpg,0,7.934796819597523e-09,5.708761091227643e-05,1.9718542098999023,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_001301.jpg,1,0.9999719858169556,0.925232470035553,2.6284992694854736,baseline_correct,correctly classified (baseline for comparison)
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/3fc09cc79916e3355d3f20c9168827b1_7e8699b4.jpg,1,7.92200680055366e-12,1.1792953813483109e-07,2.473372459411621,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/3fc09cc79916e3355d3f20c9168827b1_e5d90a6e.jpg,1,7.92200680055366e-12,1.1792953813483109e-07,2.473372459411621,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/6ea36c1c91805f754509157673ecb3d2.jpg,1,4.369322958996946e-10,0.004062403924763203,2.42598032951355,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/bcd29500411351d7730010a3cd701682.jpg,1,9.963291525139084e-09,0.00010876065061893314,2.3628618717193604,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/52fc93ba68d82c2a51dbb92e61c18eb4.jpg,1,6.70674680236516e-08,0.0006328211165964603,2.0077202320098877,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/39dba9bc997ddaac74de7045ab73311c.jpg,1,8.285297070642628e-08,7.039570482447743e-05,2.280784845352173,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/5124d1bad9d21adcd3a0a4c79e0f7d32.jpg,1,1.0160423613569947e-07,0.002586273942142725,2.7189393043518066,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/coco_val2017/resize_0.25/000000088040.jpg,0,0.9999997615814209,0.9999656677246094,1.9929249286651611,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/sid_set/resize_0.25/validation_000234.jpg,0,0.9999997615814209,0.9996229410171509,1.9794306755065918,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
resize_0.25,data/eval_transformed/wildfake_dalle/resize_0.25/d642eb42b1f526824b67054c1f07b33a.jpg,1,2.757982997536601e-07,0.011532497592270374,2.3239939212799072,shared_blind_spot,"spatial-only alone was ALSO wrong -- a shared blind spot, not something fusion introduced"
